name,nameascii,adm0name,adm0_a3,scalerank,natscale,labelrank,featurecla,pop_max,pop_min,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,centered_x_int,centered_y_int,region_id,population_weight,network_weight,security_weight,financial_weight,cultural_weight,government_weight
Paris,Paris,France,FRA,0,600,3,Admin-0 capital,9904000,11177,2.35299246153921,48.8580923162691,2532.68045085471,488.082051162929,2533,488,32.6804508547111,-511.917948837071,33,-512,western_europe,3.31,8,8,8.5,5.66,8.2
London,London,United Kingdom,GBR,0,600,5,Admin-0 capital,8567000,7421209,-0.1186677,51.5019406,2498.3518375,451.361936111111,2498,451,-1.64816250000013,-548.638063888889,-2,-549,western_europe,2.96,8,8,8.5,5.48,8.2
Madrid,Madrid,Spain,ESP,1,300,3,Admin-0 capital,5567000,50437,-3.6852975,40.4019721,2448.8153125,605.528165277778,2449,606,-51.1846875000001,-394.471834722222,-51,-394,western_europe,2.19,8,8,8.5,5.09,8.2
Barcelona,Barcelona,Spain,ESP,2,200,3,Admin-1 capital,4920000,1581595,2.1814245,41.3852454,2530.2975625,591.871591666667,2530,592,30.2975625000004,-408.128408333333,30,-408,western_europe,2.02,8,8,8.5,5.01,8.2
Berlin,Berlin,Germany,DEU,1,300,3,Admin-0 capital,3406000,3094014,13.3996028,52.5237645,2686.10559444444,437.1699375,2686,437,186.105594444445,-562.8300625,186,-563,western_europe,1.62,8,8,8.5,4.81,8.2
Rome,Rome,Italy,ITA,0,600,3,Admin-0 capital,3339000,35452,12.4813126,41.8979015,2673.35156388889,584.751368055556,2673,585,173.351563888889,-415.248631944444,173,-415,western_europe,1.61,8,8,8.5,4.8,8.2
Milan,Milan,Italy,ITA,2,200,3,Admin-1 region capital,2945000,1306661,9.2030631,45.4719211,2627.82032083333,535.112206944444,2628,535,127.820320833333,-464.887793055556,128,-465,western_europe,1.5,8,8,8.5,4.75,8.2
Stuttgart,Stuttgart,Germany,DEU,6,30,3,Admin-1 capital,2944700,606588,9.1999963,48.7799799,2627.77772638889,489.166945833333,2628,489,127.777726388889,-510.833054166667,128,-511,western_europe,1.5,8,8,8.5,4.75,8.2
Frankfurt,Frankfurt,Germany,DEU,2,200,3,Populated place,2895000,679664,8.6750154,50.0999768,2620.486325,470.833655555556,2620,471,120.486325,-529.166344444445,120,-529,western_europe,1.49,8,8,8.5,4.75,8.2
Lisbon,Lisbon,Portugal,PRT,2,200,6,Admin-0 capital,2812000,517802,-9.1468122,38.7246687,2372.96094166667,628.824045833333,2373,629,-127.039058333333,-371.175954166667,-127,-371,western_europe,1.47,8,8,8.5,4.74,8.2
Vienna,Vienna,Austria,AUT,1,300,7,Admin-0 capital,2400000,1731000,16.3646931,48.2019611,2727.28740416667,497.194984722222,2727,497,227.287404166667,-502.805015277778,227,-503,western_europe,1.36,8,8,8.5,4.68,8.2
Mannheim,Mannheim,Germany,DEU,7,20,3,Populated place,2362000,313174,8.470015,49.5003752,2617.63909722222,479.161455555556,2618,479,117.639097222222,-520.838544444444,118,-521,western_europe,1.35,8,8,8.5,4.67,8.2
Birmingham,Birmingham,United Kingdom,GBR,4,50,5,Populated place,2285000,984333,-1.9219426,52.4769198,2473.30635277778,437.820558333333,2473,438,-26.6936472222219,-562.179441666667,-27,-562,western_europe,1.33,8,8,8.5,4.67,8.2
Naples,Naples,Italy,ITA,2,200,3,Admin-1 region capital,2250000,988972,14.2430655,40.8419711,2697.82035416667,599.417068055556,2698,599,197.820354166667,-400.582931944444,198,-401,western_europe,1.32,8,8,8.5,4.66,8.2
Manchester,Manchester,United Kingdom,GBR,4,50,5,Populated place,2230000,395515,-2.24868466715989,53.4753199247245,2468.76826851167,423.953889934382,2469,424,-31.2317314883317,-576.046110065618,-31,-576,western_europe,1.32,8,8,8.5,4.66,8.2
Hamburg,Hamburg,Germany,DEU,2,200,3,Admin-1 capital,1757000,1739117,9.9980533,53.5519705,2638.86185138889,422.889298611111,2639,423,138.861851388889,-577.110701388889,139,-577,western_europe,1.2,8,8,8.5,4.6,8.2
Brussels,Brussels,Belgium,BEL,2,200,8,Admin-0 capital,1743000,1019022,4.3313707,50.8352629,2560.15792638889,460.621348611111,2560,461,60.1579263888889,-539.378651388889,60,-539,western_europe,1.19,8,8,8.5,4.59,8.2
Essen,Essen,Germany,DEU,8,10,3,Populated place,1742135,573468,7.0166154,51.4499978,2597.45299166667,452.083363888889,2597,452,97.4529916666666,-547.916636111111,97,-548,western_europe,1.19,8,8,8.5,4.59,8.2
Turin,Turin,Italy,ITA,6,30,3,Admin-1 region capital,1652000,865263,7.6680146,45.072333,2606.50020277778,540.662041666667,2607,541,106.500202777778,-459.337958333333,107,-459,western_europe,1.17,8,8,8.5,4.58,8.2
Leeds,Leeds,United Kingdom,GBR,6,30,5,Populated place,1529000,455123,-1.55134771141284,53.7900166377523,2478.45350400816,419.58310225344,2478,420,-21.546495991845,-580.41689774656,-22,-580,western_europe,1.14,8,8,8.5,4.57,8.2
Florence,Florence,Italy,ITA,4,50,3,Admin-1 region capital,1500000,371517,11.2500004,43.7800008,2656.25000555556,558.6111,2656,559,156.250005555556,-441.3889,156,-441,western_europe,1.13,8,8,8.5,4.56,8.2
Lyon,Lyon,France,FRA,3,110,3,Admin-1 region capital,1423000,472317,4.8280846,45.7719544,2567.05673055556,530.945077777778,2567,531,67.056730555556,-469.054922222222,67,-469,western_europe,1.11,8,8,8.5,4.55,8.2
The Hague,The Hague,Netherlands,NLD,4,50,8,Admin-0 capital alt,1406000,501725,4.2699613,52.0800368,2559.30501805556,443.332822222222,2559,443,59.3050180555556,-556.667177777778,59,-557,western_europe,1.11,8,8,8.5,4.55,8.2
Marseille,Marseille,France,FRA,4,50,3,Admin-1 region capital,1400000,794811,5.3730643,43.2919249,2574.62589305556,565.389931944445,2575,565,74.6258930555555,-434.610068055556,75,-435,western_europe,1.1,8,8,8.5,4.55,8.2
Porto,Porto,Portugal,PRT,6,30,6,Admin-1 capital,1337000,249633,-8.6219471,41.1519522,2380.25073472222,595.111775,2380,595,-119.749265277778,-404.888225,-120,-405,western_europe,1.09,8,8,8.5,4.54,8.2
Sheffield,Sheffield,United Kingdom,GBR,8,10,5,Populated place,1292900,552700,-1.4999966,53.3666767,2479.16671388889,425.462823611111,2479,425,-20.8332861111112,-574.537176388889,-21,-575,western_europe,1.08,8,8,8.5,4.54,8.2
Duisburg,Duisburg,Germany,DEU,8,10,3,Populated place,1276757,488005,6.7500166,51.4299732,2593.75023055556,452.361483333333,2594,452,93.7502305555554,-547.638516666667,94,-548,western_europe,1.07,8,8,8.5,4.54,8.2
Munich,Munich,Germany,DEU,2,200,3,Admin-1 capital,1275000,1260391,11.5730476,48.1318879,2660.73677222222,498.168223611111,2661,498,160.736772222222,-501.831776388889,161,-502,western_europe,1.07,8,8,8.5,4.54,8.2
Stockholm,Stockholm,Sweden,SWE,1,300,7,Admin-0 capital,1264000,1253309,18.0663001685345,59.3241272040075,2750.92083567409,342.720455499896,2751,343,250.92083567409,-657.279544500104,251,-657,western_europe,1.07,8,8,8.5,4.54,8.2
Geneva,Geneva,Switzerland,CHE,1,300,7,Admin-1 capital,1240000,192385,6.140028,46.2100075,2585.27816666667,524.861006944444,2585,525,85.278166666667,-475.138993055556,85,-475,western_europe,1.06,8,8,8.5,4.53,8.2
Düsseldorf,Dusseldorf,Germany,DEU,7,20,3,Admin-1 capital,1220000,592393,6.779989,51.2203736,2594.16651388889,455.272588888889,2594,455,94.1665138888889,-544.727411111111,94,-545,western_europe,1.06,8,8,8.5,4.53,8.2
Seville,Seville,Spain,ESP,3,110,3,Admin-1 capital,1212045,703021,-5.9800074,37.4050153,2416.94434166667,647.152565277778,2417,647,-83.0556583333332,-352.847434722222,-83,-353,western_europe,1.06,8,8,8.5,4.53,8.2
Glasgow,Glasgow,United Kingdom,GBR,3,110,5,Populated place,1160000,610268,-4.23910052880263,55.8622697579926,2441.12360376663,390.801808916769,2441,391,-58.8763962333696,-609.198191083231,-59,-609,western_europe,1.04,8,8,8.5,4.52,8.2
Helsinki,Helsinki,Finland,FIN,2,200,7,Admin-0 capital,1115000,558457,24.932456915044,60.1638038494857,2846.28412382006,331.058279868254,2846,331,346.284123820055,-668.941720131746,346,-669,western_europe,1.03,8,8,8.5,4.51,8.2
Zürich,Zurich,Switzerland,CHE,2,200,7,Admin-1 capital,1108000,341730,8.5480643,47.3819337,2618.72311527778,508.584254166667,2619,509,118.723115277778,-491.415745833333,119,-491,western_europe,1.03,8,8,8.5,4.51,8.2
København,Kobenhavn,Denmark,DNK,2,200,8,Admin-0 capital,1085000,1085000,12.5615399,55.68051,2674.46583194444,393.32625,2674,393,174.465831944445,-606.67375,174,-607,western_europe,1.02,8,8,8.5,4.51,8.2
Dublin,Dublin,Ireland,IRL,2,200,8,Admin-0 capital,1059000,968976,-6.25697951728113,53.3467312489831,2413.09750670443,425.739843764123,2413,426,-86.9024932955713,-574.260156235877,-87,-574,western_europe,1.02,8,8,8.5,4.51,8.2
Lille,Lille,France,FRA,6,30,3,Admin-1 region capital,1044000,228328,3.0780622,50.651915,2542.75086388889,463.167847222222,2543,463,42.7508638888889,-536.832152777778,43,-537,western_europe,1.01,8,8,8.5,4.5,8.2
Amsterdam,Amsterdam,Netherlands,NLD,1,300,8,Admin-0 capital,1031000,741636,4.9146943,52.3519145,2568.25964305556,439.556743055556,2568,440,68.2596430555554,-560.443256944444,68,-560,western_europe,1.01,8,8,8.5,4.5,8.2
Rotterdam,Rotterdam,Netherlands,NLD,6,30,8,Populated place,1005000,598199,4.4780285,51.921915,2562.19484027778,445.528958333333,2562,446,62.194840277778,-554.471041666667,62,-554,western_europe,1,8,8,8.5,4.5,8.2
Cologne,Cologne,Germany,DEU,6,30,3,Populated place,1004000,963395,6.9480586,50.9319495,2596.50081388889,459.278479166667,2597,459,96.5008138888888,-540.721520833333,97,-541,western_europe,1,8,8,8.5,4.5,8.2
Lagos,Lagos,Nigeria,NGA,0,600,2,Admin-0 capital alt,9466000,1536,3.3895852,6.4452075,2547.07757222222,1077.14989583333,2547,1077,47.077572222222,77.1498958333334,47,77,west_africa,3.2,3.5,3.5,3.5,3.35,3.5
Abidjan,Abidjan,Ivory Coast,CIV,2,200,8,Admin-0 capital,3802000,3190395,-4.02020683518759,5.32312607224457,2444.16379395573,1092.73436010771,2444,1093,-55.8362060442723,92.7343601077141,-56,93,west_africa,1.73,3.5,3.5,3.5,2.62,3.5
Kano,Kano,Nigeria,NGA,2,200,2,Admin-1 capital,3140000,3140000,8.5180919,12.0019227,2618.30683194444,999.973295833333,2618,1000,118.306831944445,-0.0267041666666045,118,0,west_africa,1.56,3.5,3.5,3.5,2.53,3.5
Ibadan,Ibadan,Nigeria,NGA,4,50,2,Admin-1 capital,2628000,1814570,3.9280362,7.3819721,2554.55605833333,1064.13927638889,2555,1064,54.5560583333331,64.1392763888889,55,64,west_africa,1.42,3.5,3.5,3.5,2.46,3.5
Dakar,Dakar,Senegal,SEN,1,300,8,Admin-0 capital,2604000,2476400,-17.475076,14.7177776,2257.29061111111,962.253088888889,2257,962,-242.709388888889,-37.7469111111112,-243,-38,west_africa,1.42,3.5,3.5,3.5,2.46,3.5
Accra,Accra,Ghana,GHA,2,200,6,Admin-0 capital,2121000,1963264,-0.2186616,5.5519805,2496.96303333333,1089.55582638889,2497,1090,-3.03696666666656,89.5558263888888,-3,90,west_africa,1.29,3.5,3.5,3.5,2.4,3.5
Douala,Douala,Cameroon,CMR,4,50,6,Admin-1 capital,1906000,1338082,9.7080451,4.0623556,2634.83395972222,1110.24506111111,2635,1110,134.833959722222,110.245061111111,135,110,west_africa,1.24,3.5,3.5,3.5,2.37,3.5
Kumasi,Kumasi,Ghana,GHA,6,30,6,Admin-1 capital,1646000,1291151,-1.6319603,6.6919367,2477.33388472222,1073.72310138889,2477,1074,-22.6661152777779,73.7231013888888,-23,74,west_africa,1.17,3.5,3.5,3.5,2.33,3.5
Yaoundé,Yaounde,Cameroon,CMR,3,110,6,Admin-0 capital,1611000,1060587,11.5147049,3.8686465,2659.92645694444,1112.93546527778,2660,1113,159.926456944444,112.935465277778,160,113,west_africa,1.16,3.5,3.5,3.5,2.33,3.5
Abuja,Abuja,Nigeria,NGA,3,110,2,Admin-0 capital,1576000,162135,7.48950504288586,9.05462040636084,2604.02090337341,1040.90804991165,2604,1041,104.020903373415,40.9080499116549,104,41,west_africa,1.15,3.5,3.5,3.5,2.33,3.5
Bamako,Bamako,Mali,MLI,3,110,6,Admin-0 capital,1494000,1297281,-8.001985,12.6519605,2388.86131944444,990.944993055556,2389,991,-111.138680555555,-9.05500694444447,-111,-9,west_africa,1.13,3.5,3.5,3.5,2.31,3.5
Conakry,Conakry,Guinea,GIN,3,110,8,Admin-0 capital,1494000,1494000,-13.6821809,9.5334687,2309.96970972222,1034.25737916667,2310,1034,-190.030290277778,34.2573791666666,-190,34,west_africa,1.13,3.5,3.5,3.5,2.31,3.5
Lomé,Lome,Togo,TGO,3,110,8,Admin-0 capital,1452000,749700,1.2208113,6.1338829,2516.9557125,1081.47384861111,2517,1081,16.9557125000001,81.473848611111,17,81,west_africa,1.12,3.5,3.5,3.5,2.31,3.5
Kaduna,Kaduna,Nigeria,NGA,4,50,2,Admin-1 capital,1442000,940593,7.4380545,10.5219613,2603.3063125,1020.52831527778,2603,1021,103.3063125,20.5283152777778,103,21,west_africa,1.11,3.5,3.5,3.5,2.31,3.5
Benin City,Benin City,Nigeria,NGA,4,50,2,Admin-1 capital,1190000,668026,5.6180622,6.3424232,2578.02864166667,1078.57745555556,2578,1079,78.0286416666663,78.5774555555556,78,79,west_africa,1.05,3.5,3.5,3.5,2.27,3.5
Ouagadougou,Ouagadougou,Burkina Faso,BFA,3,110,8,Admin-0 capital,1149000,835457,-1.5266696,12.3722618,2478.79625555556,994.829697222222,2479,995,-21.2037444444445,-5.17030277777781,-21,-5,west_africa,1.04,3.5,3.5,3.5,2.27,3.5
Ikare,Ikare,Nigeria,NGA,7,20,2,Populated place,1099931,700000,5.7599996,7.5304305,2579.99999444445,1062.07735416667,2580,1062,79.9999944444448,62.0773541666667,80,62,west_africa,1.03,3.5,3.5,3.5,2.27,3.5
Monrovia,Monrovia,Liberia,LBR,2,200,8,Admin-0 capital,1041000,785662,-10.7996604,6.3145816,2350.00471666667,1078.96414444444,2350,1079,-149.995283333333,78.9641444444444,-150,79,west_africa,1.01,3.5,3.5,3.5,2.25,3.5
Port Harcourt,Port Harcourt,Nigeria,NGA,4,50,2,Admin-1 capital,1020000,1020000,7.0080549,4.8119481,2597.33409583333,1099.83405416667,2597,1100,97.3340958333329,99.8340541666667,97,100,west_africa,1.01,3.5,3.5,3.5,2.25,3.5
Kinshasa,Kinshasa,Congo (Kinshasa),COD,1,300,3,Admin-0 capital,7843000,5565703,15.313026,-4.3277782,2712.68091666667,1226.77469722222,2713,1227,212.680916666667,226.774697222222,213,227,southern_africa,2.78,4.5,4.5,4,3.64,4.3
Luanda,Luanda,Angola,AGO,2,200,6,Admin-0 capital,5172900,1951272,13.2324812,-8.8363403,2683.78446111111,1289.39361527778,2684,1289,183.784461111111,289.393615277778,184,289,southern_africa,2.08,4.5,4.5,4,3.29,4.3
Johannesburg,Johannesburg,South Africa,ZAF,1,300,3,Admin-0 capital,3435000,2026469,28.0280639,-26.1680989,2889.27866527778,1530.11248472222,2889,1530,389.278665277778,530.112484722222,389,530,southern_africa,1.63,4.5,4.5,4,3.06,4.3
Cape Town,Cape Town,South Africa,ZAF,0,600,3,Admin-0 capital,3215000,2432858,18.4330423,-33.9180651,2756.01447638889,1637.75090416667,2756,1638,256.014476388889,637.750904166667,256,638,southern_africa,1.57,4.5,4.5,4,3.04,4.3
Benoni,Benoni,South Africa,ZAF,6,30,3,Populated place,2986000,605344,28.3279939,-26.147635,2893.44435972222,1529.82826388889,2893,1530,393.444359722222,529.828263888889,393,530,southern_africa,1.52,4.5,4.5,4,3.01,4.3
Durban,Durban,South Africa,ZAF,2,200,3,Populated place,2729000,2729000,31.0109436632624,-29.8606623411821,2930.70755087864,1581.39808807197,2931,1581,430.707550878644,581.398088071974,431,581,southern_africa,1.45,4.5,4.5,4,2.98,4.3
Antananarivo,Antananarivo,Madagascar,MDG,3,110,6,Admin-0 capital,1697000,1391433,47.514678,-18.9146915,3159.92608333333,1429.37071527778,3160,1429,659.926083333333,429.370715277778,660,429,southern_africa,1.18,4.5,4.5,4,2.84,4.3
Harare,Harare,Zimbabwe,ZWE,3,110,6,Admin-0 capital,1572000,1542813,31.0427636,-17.8158438,2931.14949444444,1414.10894166667,2931,1414,431.149494444444,414.108941666667,431,414,southern_africa,1.15,4.5,4.5,4,2.83,4.3
Maputo,Maputo,Mozambique,MOZ,3,110,6,Admin-0 capital,1446000,1191613,32.5872171,-25.9533316,2952.6002375,1527.12960555556,2953,1527,452.6002375,527.129605555555,453,527,southern_africa,1.12,4.5,4.5,4,2.81,4.3
Brazzaville,Brazzaville,Congo (Brazzaville),COG,3,110,7,Admin-0 capital,1355000,1163890,15.2827436,-4.2572399,2712.26032777778,1225.79499861111,2712,1226,212.260327777778,225.794998611111,212,226,southern_africa,1.09,4.5,4.5,4,2.79,4.3
Lubumbashi,Lubumbashi,Congo (Kinshasa),COD,3,110,3,Admin-1 capital,1352000,876634,27.4780716,-11.6780789,2881.63988333333,1328.86220694444,2882,1329,381.639883333333,328.862206944445,382,329,southern_africa,1.09,4.5,4.5,4,2.79,4.3
Pretoria,Pretoria,South Africa,ZAF,3,110,3,Admin-0 capital,1338000,1338000,28.2274832,-25.7049747,2892.04837777778,1523.68020416667,2892,1524,392.048377777778,523.680204166667,392,524,southern_africa,1.09,4.5,4.5,4,2.79,4.3
Lusaka,Lusaka,Zambia,ZMB,3,110,6,Admin-0 capital,1328000,1267440,28.2813817,-15.4146984,2892.79696805556,1380.7597,2893,1381,392.796968055555,380.7597,393,381,southern_africa,1.09,4.5,4.5,4,2.79,4.3
Mbuji-Mayi,Mbuji-Mayi,Congo (Kinshasa),COD,4,50,3,Admin-1 capital,1295000,874761,23.59805,-6.1480806,2827.75069444445,1252.056675,2828,1252,327.750694444445,252.056675,328,252,southern_africa,1.08,4.5,4.5,4,2.79,4.3
Huambo,Huambo,Angola,AGO,3,110,6,Admin-1 capital,1100000,872000,15.7580635,-12.7480395,2718.86199305556,1343.72277083333,2719,1344,218.861993055555,343.722770833333,219,344,southern_africa,1.03,4.5,4.5,4,2.77,4.3
Vereeniging,Vereeniging,South Africa,ZAF,6,30,3,Populated place,1074000,474681,27.9580423,-26.6476562,2888.30614305556,1536.77300277778,2888,1537,388.306143055556,536.773002777778,388,537,southern_africa,1.02,4.5,4.5,4,2.76,4.3
Port Elizabeth,Port Elizabeth,South Africa,ZAF,3,110,3,Populated place,1021000,640054,25.598083,-33.9680879,2855.52893055556,1638.44566527778,2856,1638,355.528930555555,638.445665277778,356,638,southern_africa,1.01,4.5,4.5,4,2.75,4.3
Manila,Manila,Philippines,PHL,1,300,5,Admin-0 capital,11100000,3077575,120.9802713,14.6061048,4180.28154583333,963.8041,4180,964,1680.28154583333,-36.1958999999999,1680,-36,southeast_asia,3.62,6.5,5.5,6,5.06,5.7
Jakarta,Jakarta,Indonesia,IDN,0,600,1,Admin-0 capital,9125000,8540121,106.8274918,-6.1724718,3983.71516388889,1252.39544166667,3984,1252,1483.71516388889,252.395441666667,1484,252,southeast_asia,3.11,6.5,5.5,6,4.8,5.7
Bangkok,Bangkok,Thailand,THA,1,300,5,Admin-0 capital,6704000,5104476,100.5146988,13.7519451,3896.03748333333,975.667429166667,3896,976,1396.03748333333,-24.3325708333333,1396,-24,southeast_asia,2.48,6.5,5.5,6,4.49,5.7
Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,2,200,5,Admin-1 capital,5314000,3467331,106.702984702187,10.7621245651775,3981.98589864149,1017.19271437253,3982,1017,1481.98589864149,17.1927143725345,1482,17,southeast_asia,2.12,6.5,5.5,6,4.31,5.7
Singapore,Singapore,Singapore,SGP,0,600,0,Admin-0 capital,5183700,3289529,103.8538748,1.2949793,3942.41492777778,1148.68084305556,3942,1149,1442.41492777778,148.680843055556,1442,149,southeast_asia,2.09,6.5,5.5,6,4.29,5.7
Hanoi,Hanoi,Vietnam,VNM,2,200,5,Admin-0 capital,4378000,1431270,105.8480683,21.0352731,3970.11205972222,874.510095833333,3970,875,1470.11205972222,-125.489904166667,1470,-125,southeast_asia,1.88,6.5,5.5,6,4.19,5.7
Yangon,Rangoon,Myanmar,MMR,2,200,5,Admin-0 capital,4088000,3301820,96.1647318,16.7853,3835.621275,933.5375,3836,934,1335.621275,-66.4625000000001,1336,-66,southeast_asia,1.8,6.5,5.5,6,4.15,5.7
Surabaya,Surabaya,Indonesia,IDN,2,200,1,Admin-1 capital,2845000,2374658,112.7488874,-7.24729,4065.95676944445,1267.32347222222,4066,1267,1565.95676944444,267.323472222222,1566,267,southeast_asia,1.48,6.5,5.5,6,3.99,5.7
Quezon City,Quezon City,Philippines,PHL,7,20,5,Populated place,2761720,2761720,121.0299662,14.6504352,4180.97175277778,963.1884,4181,963,1680.97175277778,-36.8116,1681,-37,southeast_asia,1.46,6.5,5.5,6,3.98,5.7
George Town,George Town,Malaysia,MYS,4,50,6,Admin-1 capital,2500000,720202,100.3293679,5.4136132,3893.46344305555,1091.47759444444,3893,1091,1393.46344305555,91.4775944444443,1393,91,southeast_asia,1.39,6.5,5.5,6,3.94,5.7
Bandung,Bandung,Indonesia,IDN,2,200,1,Admin-1 capital,2394000,1699719,107.5680667,-6.9480834,3994.00092638889,1263.167825,3994,1263,1494.00092638889,263.167825,1494,263,southeast_asia,1.36,6.5,5.5,6,3.93,5.7
Bekasi,Bekasi,Indonesia,IDN,7,20,1,Populated place,2378211,1520119,106.972323,-6.2172575,3985.72670833333,1253.01746527778,3986,1253,1485.72670833333,253.017465277778,1486,253,southeast_asia,1.36,6.5,5.5,6,3.93,5.7
Medan,Medan,Indonesia,IDN,2,200,1,Admin-1 capital,2115000,1750971,98.6480944,3.5819198,3870.11242222222,1116.91778055556,3870,1117,1370.11242222222,116.917780555556,1370,117,southeast_asia,1.29,6.5,5.5,6,3.9,5.7
Haiphong,Haiphong,Vietnam,VNM,4,50,5,Admin-1 capital,1969000,602695,106.6781469,20.8319522,3981.64092916667,877.333997222222,3982,877,1481.64092916667,-122.666002777778,1482,-123,southeast_asia,1.25,6.5,5.5,6,3.88,5.7
Palembang,Palembang,Indonesia,IDN,3,110,1,Admin-1 capital,1749000,1441500,104.7480838,-2.9780932,3954.83449722222,1208.02907222222,3955,1208,1454.83449722222,208.029072222222,1455,208,southeast_asia,1.19,6.5,5.5,6,3.84,5.7
Phnom Penh,Phnom Penh,Cambodia,KHM,3,110,8,Admin-0 capital,1466000,1466000,104.9146886,11.551976,3957.14845277778,1006.22255555556,3957,1006,1457.14845277778,6.22255555555546,1457,6,southeast_asia,1.12,6.5,5.5,6,3.81,5.7
Kuala Lumpur,Kuala Lumpur,Malaysia,MYS,2,200,6,Admin-0 capital,1448000,1448000,101.688699291062,3.13979694393525,3912.34304570919,1123.05837577868,3912,1123,1412.34304570919,123.058375778677,1412,123,southeast_asia,1.12,6.5,5.5,6,3.81,5.7
Davao,Davao,Philippines,PHL,3,110,5,Populated place,1402000,1212504,125.6280496,7.1119628,4244.83402222222,1067.88940555556,4245,1068,1744.83402222222,67.8894055555554,1745,68,southeast_asia,1.1,6.5,5.5,6,3.8,5.7
Semarang,Semarang,Indonesia,IDN,3,110,1,Admin-1 capital,1396000,1288084,110.4180736,-6.9646716,4033.58435555556,1263.39821666667,4034,1263,1533.58435555556,263.398216666667,1534,263,southeast_asia,1.1,6.5,5.5,6,3.8,5.7
Mandalay,Mandalay,Myanmar,MMR,4,50,5,Admin-1 capital,1300000,1034000,96.083083,21.9719343,3834.48726388889,861.5009125,3834,862,1334.48726388889,-138.4990875,1334,-138,southeast_asia,1.08,6.5,5.5,6,3.79,5.7
Makassar,Makassar,Indonesia,IDN,3,110,1,Admin-1 capital,1262000,1262000,119.4300817,-5.138013,4158.75113472222,1238.02795833333,4159,1238,1658.75113472222,238.027958333333,1659,238,southeast_asia,1.07,6.5,5.5,6,3.79,5.7
Cilacap,Cilacap,Indonesia,IDN,7,20,1,Populated place,1174964,1174964,109.0154024,-7.7188196,4014.10281111111,1273.87249444444,4014,1274,1514.10281111111,273.872494444444,1514,274,southeast_asia,1.05,6.5,5.5,6,3.77,5.7
Cagayan de Oro,Cagayan de Oro,Philippines,PHL,6,30,5,Populated place,1121561,602088,124.6852986,8.4508395,4231.74025833333,1049.29389583333,4232,1049,1731.74025833333,49.2938958333334,1732,49,southeast_asia,1.03,6.5,5.5,6,3.77,5.7
Can Tho,Can Tho,Vietnam,VNM,6,30,5,Admin-1 capital,1121000,259598,105.7700191,10.0499925,3969.02804305556,1027.0834375,3969,1027,1469.02804305556,27.0834374999999,1469,27,southeast_asia,1.03,6.5,5.5,6,3.77,5.7
Da Nang,Da Nang,Vietnam,VNM,4,50,5,Admin-1 capital,1000000,887069,108.2499711,16.0600391,4003.47182083333,943.610568055556,4003,944,1503.47182083333,-56.3894319444445,1503,-56,southeast_asia,1,6.5,5.5,6,3.75,5.7
São Paulo,Sao Paulo,Brazil,BRA,0,600,1,Admin-1 capital,18845000,10021295,-46.6269658,-23.5567337,1852.40325277778,1493.84352361111,1852,1494,-647.596747222222,493.843523611111,-648,494,south_america,5.63,5.5,5,5,5.56,5
Buenos Aires,Buenos Aires,Argentina,ARG,1,300,3,Admin-0 capital,12795000,10929146,-58.4325126876643,-34.6107145913926,1688.43732378244,1647.37103599156,1688,1647,-811.562676217559,647.371035991563,-812,647,south_america,4.06,5.5,5,5,4.78,5
Rio de Janeiro,Rio de Janeiro,Brazil,BRA,0,600,1,Admin-1 capital,11748000,2010175,-43.2121174668344,-22.9073080568824,1899.83170184952,1484.82372301226,1900,1485,-600.168298150478,484.823723012255,-600,485,south_america,3.79,5.5,5,5,4.64,5
Lima,Lima,Peru,PER,1,300,5,Admin-0 capital,8012000,6758234,-77.052008,-12.0460668,1429.83322222222,1333.97315,1430,1334,-1070.16677777778,333.97315,-1070,334,south_america,2.82,5.5,5,5,4.16,5
Bogota,Bogota,Colombia,COL,0,600,5,Admin-0 capital,7772000,6333661,-74.0852898,4.5983694,1471.03764166667,1102.800425,1471,1103,-1028.96235833333,102.800425,-1029,103,south_america,2.76,5.5,5,5,4.13,5
Santiago,Santiago,Chile,CHL,0,600,3,Admin-0 capital,5720000,46611,-70.6505040728578,-33.4402050691807,1518.74299898809,1631.11395929418,1519,1631,-981.257001011914,631.113959294177,-981,631,south_america,2.23,5.5,5,5,3.87,5
Belo Horizonte,Belo Horizonte,Brazil,BRA,4,50,1,Admin-1 capital,5575000,2373224,-43.9169504,-19.9130802,1890.04235555556,1443.237225,1890,1443,-609.957644444444,443.237225,-610,443,south_america,2.19,5.5,5,5,3.84,5
Porto Alegre,Porto Alegre,Brazil,BRA,2,200,1,Admin-1 capital,3917000,1372741,-51.2019579,-30.0480688,1788.86169583333,1584.00095555556,1789,1584,-711.138304166667,584.000955555556,-711,584,south_america,1.76,5.5,5,5,3.63,5
Brasília,Brasilia,Brazil,BRA,2,200,1,Admin-0 capital,3716996,2562963,-47.9179981,-15.7813944,1834.47224861111,1385.8527,1834,1386,-665.527751388889,385.8527,-666,386,south_america,1.71,5.5,5,5,3.6,5
Recife,Recife,Brazil,BRA,2,200,1,Admin-1 capital,3651000,1478098,-34.9087655000245,-8.06053182704913,2015.15603472188,1278.6184975979,2015,1279,-484.843965278118,278.618497597905,-485,279,south_america,1.69,5.5,5,5,3.59,5
