name,country_source,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,source,source_line
Portoviejo,Ecuador,-80.466667,-1.116667,1382.41,1182.18,1382,1182,-1117.59,182.18,TeX Live pst-geo cities.data,885
Portsmouth,Dominica,-61.45,15.566667,1646.53,950.46,1647,950,-853.47,-49.54,TeX Live pst-geo cities.data,886
Posen,Polen,16.883333,52.416667,2734.49,438.66,2734,439,234.49,-561.34,TeX Live pst-geo cities.data,887
Potosi,Bolivien,-65.75,-19.583333,1586.81,1438.66,1587,1439,-913.19,438.66,TeX Live pst-geo cities.data,888
Potsdam,Deutschland,13.066667,52.4,2681.48,438.89,2681,439,181.48,-561.11,TeX Live pst-geo cities.data,889
Poughkeepsie,"USA, NY",-73.933333,41.7,1473.15,587.5,1473,587,-1026.85,-412.5,TeX Live pst-geo cities.data,890
Praha,Tschechien,14.45,50.066667,2700.69,471.3,2701,471,200.69,-528.7,TeX Live pst-geo cities.data,891
Praia,Kapverden,-23.5,14.916667,2173.61,959.49,2174,959,-326.39,-40.51,TeX Live pst-geo cities.data,892
Pretoria,Südafrika,28.2,-25.75,2891.67,1524.31,2892,1524,391.67,524.31,TeX Live pst-geo cities.data,893
Providence,"USA, RI",-71.416667,41.833333,1508.1,585.65,1508,586,-991.9,-414.35,TeX Live pst-geo cities.data,894
Provo,"USA, UT",-111.65,40.233333,949.31,607.87,949,608,-1550.69,-392.13,TeX Live pst-geo cities.data,895
Puebla,Mexiko,-98.2,19.05,1136.11,902.08,1136,902,-1363.89,-97.92,TeX Live pst-geo cities.data,896
Puebla De Zaragoza,Mexiko,-100.9,28.516667,1098.61,770.6,1099,771,-1401.39,-229.4,TeX Live pst-geo cities.data,897
Pueblo,"USA, CO",-104.616667,38.266667,1046.99,635.19,1047,635,-1453.01,-364.81,TeX Live pst-geo cities.data,898
Puerto Barrios,Guatemala,-88.533333,15.683333,1270.37,948.84,1270,949,-1229.63,-51.16,TeX Live pst-geo cities.data,899
Puerto Plata,Dominikanische Republik,-70.683333,19.8,1518.29,891.67,1518,892,-981.71,-108.33,TeX Live pst-geo cities.data,900
Puerto Stroessner,Paraguay,-54.566667,-25.533333,1742.13,1521.3,1742,1521,-757.87,521.3,TeX Live pst-geo cities.data,901
Puntarenas,Costa Rica,-84.833333,10.0,1321.76,1027.78,1322,1028,-1178.24,27.78,TeX Live pst-geo cities.data,902
Pusan,Korea,129.05,35.1,4292.36,679.17,4292,679,1792.36,-320.83,TeX Live pst-geo cities.data,903
Pyoengyang,Korea Dvr,125.75,39.016667,4246.53,624.77,4247,625,1746.53,-375.23,TeX Live pst-geo cities.data,904
Pyuthan,Nepal,82.883333,28.083333,3651.16,776.62,3651,777,1151.16,-223.38,TeX Live pst-geo cities.data,905
Quebec,Kanada,-71.216667,46.816667,1510.88,516.44,1511,516,-989.12,-483.56,TeX Live pst-geo cities.data,906
Quezaltenango,Guatemala,-91.5,14.833333,1229.17,960.65,1229,961,-1270.83,-39.35,TeX Live pst-geo cities.data,907
Quezon City,Philippinen,121.033333,14.65,4181.02,963.19,4181,963,1681.02,-36.81,TeX Live pst-geo cities.data,908
Qui Nhon,Vietnam,109.183333,13.783333,4016.44,975.23,4016,975,1516.44,-24.77,TeX Live pst-geo cities.data,909
Quito,Ecuador,-78.5,-0.216667,1409.72,1169.68,1410,1170,-1090.28,169.68,TeX Live pst-geo cities.data,910
Rabat,Marokko,-6.85,34.033333,2404.86,693.98,2405,694,-95.14,-306.02,TeX Live pst-geo cities.data,911
Rabaul,Papua-Neuguinea,152.183333,-4.216667,4613.66,1225.23,4614,1225,2113.66,225.23,TeX Live pst-geo cities.data,912
Raleigh,"USA, NC",-78.633333,35.783333,1407.87,669.68,1408,670,-1092.13,-330.32,TeX Live pst-geo cities.data,913
Ramat Gan,Israel,34.8,32.066667,2983.33,721.3,2983,721,483.33,-278.7,TeX Live pst-geo cities.data,914
Rancagua,Chile,-70.75,-34.166667,1517.36,1641.2,1517,1641,-982.64,641.2,TeX Live pst-geo cities.data,915
Randers,Dänemark,10.05,56.466667,2639.58,382.41,2640,382,139.58,-617.59,TeX Live pst-geo cities.data,916
Rangoon,Myanmar,96.166667,16.783333,3835.65,933.56,3836,934,1335.65,-66.44,TeX Live pst-geo cities.data,917
Rapid City,"USA, SD",-103.233333,44.083333,1066.2,554.4,1066,554,-1433.8,-445.6,TeX Live pst-geo cities.data,918
Raqqa,Syrien,39.05,35.95,3042.36,667.36,3042,667,542.36,-332.64,TeX Live pst-geo cities.data,919
Rawalpindi,Pakistan,73.133333,33.666667,3515.74,699.07,3516,699,1015.74,-300.93,TeX Live pst-geo cities.data,920
Recife,Brasilien,-34.883333,-8.1,2015.51,1279.17,2016,1279,-484.49,279.17,TeX Live pst-geo cities.data,921
Recklinghausen,Deutschland,7.2,51.616667,2600.0,449.77,2600,450,100.0,-550.23,TeX Live pst-geo cities.data,922
Regensburg,Deutschland,12.1,49.016667,2668.06,485.88,2668,486,168.06,-514.12,TeX Live pst-geo cities.data,923
Regina,Kanada,-104.65,50.416667,1046.53,466.44,1047,466,-1453.47,-533.56,TeX Live pst-geo cities.data,924
Remich,Luxemburg,6.383333,49.55,2588.66,478.47,2589,478,88.66,-521.53,TeX Live pst-geo cities.data,925
Remscheid,Deutschland,7.2,51.183333,2600.0,455.79,2600,456,100.0,-544.21,TeX Live pst-geo cities.data,926
Reno,"USA, NV",-119.816667,39.516667,835.88,617.82,836,618,-1664.12,-382.18,TeX Live pst-geo cities.data,927
Reykjavik,Island,-21.95,64.15,2195.14,275.69,2195,276,-304.86,-724.31,TeX Live pst-geo cities.data,928
Riad,Saudi-Arabien,46.716667,24.633333,3148.84,824.54,3149,825,648.84,-175.46,TeX Live pst-geo cities.data,929
Richmond,"USA, VA",-77.433333,37.533333,1424.54,645.37,1425,645,-1075.46,-354.63,TeX Live pst-geo cities.data,930
Riga,Sowjetunion,24.1,56.95,2834.72,375.69,2835,376,334.72,-624.31,TeX Live pst-geo cities.data,931
Rio De Janeiro,Brasilien,-43.233333,-22.9,1899.54,1484.72,1900,1485,-600.46,484.72,TeX Live pst-geo cities.data,932
Rivera,Uruguay,-55.833333,-31.0,1724.54,1597.22,1725,1597,-775.46,597.22,TeX Live pst-geo cities.data,933
Riverside,"USA, CA",-117.366667,33.983333,869.91,694.68,870,695,-1630.09,-305.32,TeX Live pst-geo cities.data,934
Roanoke,"USA, VA",-79.95,37.266667,1389.58,649.07,1390,649,-1110.42,-350.93,TeX Live pst-geo cities.data,935
Rochester,"USA, MN",-92.466667,44.016667,1215.74,555.32,1216,555,-1284.26,-444.68,TeX Live pst-geo cities.data,936
Rochester,"USA, NY",-77.6,43.166667,1422.22,567.13,1422,567,-1077.78,-432.87,TeX Live pst-geo cities.data,937
Rock Island,"USA, IL",-90.566667,41.483333,1242.13,590.51,1242,591,-1257.87,-409.49,TeX Live pst-geo cities.data,938
Rockford,"USA, IL",-89.1,42.283333,1262.5,579.4,1262,579,-1237.5,-420.6,TeX Live pst-geo cities.data,939
Rom,Italien,12.483333,41.9,2673.38,584.72,2673,585,173.38,-415.28,TeX Live pst-geo cities.data,940
Roodepoort,Südafrika,27.883333,-26.166667,2887.27,1530.09,2887,1530,387.27,530.09,TeX Live pst-geo cities.data,941
Rosario,Argentinien,-60.666667,-32.95,1657.41,1624.31,1657,1624,-842.59,624.31,TeX Live pst-geo cities.data,942
Roseau,Dominica,-61.383333,15.3,1647.45,954.17,1647,954,-852.55,-45.83,TeX Live pst-geo cities.data,943
Roskilde,Dänemark,12.116667,55.65,2668.29,393.75,2668,394,168.29,-606.25,TeX Live pst-geo cities.data,944
Rostock,Deutschland,12.133333,54.083333,2668.52,415.51,2669,416,168.52,-584.49,TeX Live pst-geo cities.data,945
Rostow,Sowjetunion,39.7,47.233333,3051.39,510.65,3051,511,551.39,-489.35,TeX Live pst-geo cities.data,946
Rotterdam,Niederlande,4.483333,51.916667,2562.27,445.6,2562,446,62.27,-554.4,TeX Live pst-geo cities.data,947
Ruse,Bulgarien,27.983333,43.833333,2888.66,557.87,2889,558,388.66,-442.13,TeX Live pst-geo cities.data,948
Saarbrücken,Deutschland,7.0,49.233333,2597.22,482.87,2597,483,97.22,-517.13,TeX Live pst-geo cities.data,949
Sacramento,"USA, CA",-121.5,38.583333,812.5,630.79,812,631,-1687.5,-369.21,TeX Live pst-geo cities.data,950
Safi,Marokko,-9.333333,32.3,2370.37,718.06,2370,718,-129.63,-281.94,TeX Live pst-geo cities.data,951
Saginaw,"USA, MI",-83.933333,43.433333,1334.26,563.43,1334,563,-1165.74,-436.57,TeX Live pst-geo cities.data,952
Saint Augustine,"USA, FL",-81.316667,29.883333,1370.6,751.62,1371,752,-1129.4,-248.38,TeX Live pst-geo cities.data,955
Saint Catharine's,Kanada,-79.25,43.166667,1399.31,567.13,1399,567,-1100.69,-432.87,TeX Live pst-geo cities.data,956
Saint John's,Kanada,-52.716667,47.55,1767.82,506.25,1768,506,-732.18,-493.75,TeX Live pst-geo cities.data,957
Saint Joseph,"USA, MO",-94.85,39.766667,1182.64,614.35,1183,614,-1317.36,-385.65,TeX Live pst-geo cities.data,958
Saint Louis,"USA, MO",-90.2,38.633333,1247.22,630.09,1247,630,-1252.78,-369.91,TeX Live pst-geo cities.data,959
Saint Paul,"USA, MN",-93.1,44.95,1206.94,542.36,1207,542,-1293.06,-457.64,TeX Live pst-geo cities.data,960
Saint Petersburg,"USA, FL",-82.633333,27.766667,1352.31,781.02,1352,781,-1147.69,-218.98,TeX Live pst-geo cities.data,961
Saint-Etienne,Frankreich,4.383333,45.433333,2560.88,535.65,2561,536,60.88,-464.35,TeX Live pst-geo cities.data,953
Saint-Louis,Senegal,-16.5,16.016667,2270.83,944.21,2271,944,-229.17,-55.79,TeX Live pst-geo cities.data,954
Salem,"USA, MA",-70.883333,42.516667,1515.51,576.16,1516,576,-984.49,-423.84,TeX Live pst-geo cities.data,962
Salem,"USA, OR",-123.033333,44.933333,791.2,542.59,791,543,-1708.8,-457.41,TeX Live pst-geo cities.data,963
Salinas,"USA, CA",-121.65,36.666667,810.42,657.41,810,657,-1689.58,-342.59,TeX Live pst-geo cities.data,964
Saliyan,Nepal,82.183333,28.35,3641.44,772.92,3641,773,1141.44,-227.08,TeX Live pst-geo cities.data,965
Salt Lake City,"USA, UT",-111.883333,40.75,946.06,600.69,946,601,-1553.94,-399.31,TeX Live pst-geo cities.data,966
Salta,Argentinien,-65.416667,-24.783333,1591.44,1510.88,1591,1511,-908.56,510.88,TeX Live pst-geo cities.data,967
Salto,Uruguay,-57.833333,-31.45,1696.76,1603.47,1697,1603,-803.24,603.47,TeX Live pst-geo cities.data,968
Salvador,Brasilien,-38.516667,-12.983333,1965.05,1346.99,1965,1347,-534.95,346.99,TeX Live pst-geo cities.data,969
Salzburg,Österreich,13.05,47.8,2681.25,502.78,2681,503,181.25,-497.22,TeX Live pst-geo cities.data,970
Salzgitter,Deutschland,10.333333,52.083333,2643.52,443.29,2644,443,143.52,-556.71,TeX Live pst-geo cities.data,971
San Antonio,"USA, TX",-98.483333,29.433333,1132.18,757.87,1132,758,-1367.82,-242.13,TeX Live pst-geo cities.data,972
San Bernardino,"USA, CA",-117.283333,34.1,871.06,693.06,871,693,-1628.94,-306.94,TeX Live pst-geo cities.data,973
San Cristobal,Venezuela,-72.25,7.766667,1496.53,1058.8,1497,1059,-1003.47,58.8,TeX Live pst-geo cities.data,974
San Diego,"USA, CA",-117.15,32.716667,872.92,712.27,873,712,-1627.08,-287.73,TeX Live pst-geo cities.data,975
San Francisco,"USA, CA",-122.416667,37.783333,799.77,641.9,800,642,-1700.23,-358.1,TeX Live pst-geo cities.data,976
San Jose,Costa Rica,-84.083333,9.933333,1332.18,1028.7,1332,1029,-1167.82,28.7,TeX Live pst-geo cities.data,977
San Jose,"USA, CA",-121.883333,37.333333,807.18,648.15,807,648,-1692.82,-351.85,TeX Live pst-geo cities.data,978
San Juan,Argentinien,-68.516667,-31.533333,1548.38,1604.63,1548,1605,-951.62,604.63,TeX Live pst-geo cities.data,979
San Juan,Dominikanische Republik,-71.2,18.816667,1511.11,905.32,1511,905,-988.89,-94.68,TeX Live pst-geo cities.data,980
San Juan,Puerto Rico,-66.116667,18.466667,1581.71,910.19,1582,910,-918.29,-89.81,TeX Live pst-geo cities.data,981
San Lorenzo,Paraguay,-57.533333,-25.333333,1700.93,1518.52,1701,1519,-799.07,518.52,TeX Live pst-geo cities.data,982
San Luis Potosi,Mexiko,-100.983333,22.15,1097.45,859.03,1097,859,-1402.55,-140.97,TeX Live pst-geo cities.data,983
San Marino,San Marino,12.466667,43.916667,2673.15,556.71,2673,557,173.15,-443.29,TeX Live pst-geo cities.data,984
San Miguel,El Salvador,-88.166667,13.466667,1275.46,979.63,1275,980,-1224.54,-20.37,TeX Live pst-geo cities.data,985
San Miguel De Tucuman,Argentinien,-65.25,-26.783333,1593.75,1538.66,1594,1539,-906.25,538.66,TeX Live pst-geo cities.data,986
San Pedro Sula,Honduras,-88.016667,15.433333,1277.55,952.31,1278,952,-1222.45,-47.69,TeX Live pst-geo cities.data,987
San Salvador,El Salvador,-89.2,13.7,1261.11,976.39,1261,976,-1238.89,-23.61,TeX Live pst-geo cities.data,988
Sana,Jemen,44.2,15.383333,3113.89,953.01,3114,953,613.89,-46.99,TeX Live pst-geo cities.data,989
Sankt Poelten,Österreich,15.616667,48.216667,2716.9,496.99,2717,497,216.9,-503.01,TeX Live pst-geo cities.data,990
Sansibar,Tansania,39.2,-6.2,3044.44,1252.78,3044,1253,544.44,252.78,TeX Live pst-geo cities.data,991
Santa Ana,El Salvador,-89.516667,14.0,1256.71,972.22,1257,972,-1243.29,-27.78,TeX Live pst-geo cities.data,992
Santa Barbara,"USA, CA",-119.7,34.416667,837.5,688.66,837,689,-1662.5,-311.34,TeX Live pst-geo cities.data,993
Santa Clara,Kuba,-79.966667,22.416667,1389.35,855.32,1389,855,-1110.65,-144.68,TeX Live pst-geo cities.data,994
Santa Cruz,Bolivien,-63.166667,-17.8,1622.69,1413.89,1623,1414,-877.31,413.89,TeX Live pst-geo cities.data,995
Santa Fe,Argentinien,-60.683333,-31.583333,1657.18,1605.32,1657,1605,-842.82,605.32,TeX Live pst-geo cities.data,996
Santa Fe,"USA, NM",-105.933333,35.683333,1028.7,671.06,1029,671,-1471.3,-328.94,TeX Live pst-geo cities.data,997
Santa Rosa,"USA, CA",-122.716667,38.433333,795.6,632.87,796,633,-1704.4,-367.13,TeX Live pst-geo cities.data,998
Santiago,Dominikanische Republik,-70.666667,19.5,1518.52,895.83,1519,896,-981.48,-104.17,TeX Live pst-geo cities.data,999
Santiago,Panama,-80.983333,8.133333,1375.23,1053.7,1375,1054,-1124.77,53.7,TeX Live pst-geo cities.data,1000
Santiago De Chile,Chile,-70.666667,-33.45,1518.52,1631.25,1519,1631,-981.48,631.25,TeX Live pst-geo cities.data,1001
Santiago De Cuba,Kuba,-75.816667,20.0,1446.99,888.89,1447,889,-1053.01,-111.11,TeX Live pst-geo cities.data,1002
Santo Domingo,Dominikanische Republik,-69.9,18.466667,1529.17,910.19,1529,910,-970.83,-89.81,TeX Live pst-geo cities.data,1003
Sao Paulo,Brasilien,-46.616667,-23.533333,1852.55,1493.52,1853,1494,-647.45,493.52,TeX Live pst-geo cities.data,1004
Sao Tome,Sao Tome und Principe,6.716667,0.2,2593.29,1163.89,2593,1164,93.29,163.89,TeX Live pst-geo cities.data,1005
Sapporo,Japan,141.35,43.05,4463.19,568.75,4463,569,1963.19,-431.25,TeX Live pst-geo cities.data,1006
Sarajewo,Bosnien-Herzegowina,18.416667,43.833333,2755.79,557.87,2756,558,255.79,-442.13,TeX Live pst-geo cities.data,1007
Sarh,Tschad,18.366667,9.133333,2755.09,1039.81,2755,1040,255.09,39.81,TeX Live pst-geo cities.data,1008
Savannah,"USA, GA",-81.1,32.083333,1373.61,721.06,1374,721,-1126.39,-278.94,TeX Live pst-geo cities.data,1009
Savannakhet,Laos,104.75,16.566667,3954.86,936.57,3955,937,1454.86,-63.43,TeX Live pst-geo cities.data,1010
Schaffhausen,Schweiz,8.666667,47.666667,2620.37,504.63,2620,505,120.37,-495.37,TeX Live pst-geo cities.data,1011
Schenectady,"USA, NY",-73.95,42.816667,1472.92,571.99,1473,572,-1027.08,-428.01,TeX Live pst-geo cities.data,1012
Schwerin,Deutschland,11.383333,53.633333,2658.1,421.76,2658,422,158.1,-578.24,TeX Live pst-geo cities.data,1013
Scranton,"USA, PA",-75.666667,41.416667,1449.07,591.44,1449,591,-1050.93,-408.56,TeX Live pst-geo cities.data,1014
Seattle,"USA, WA",-122.333333,47.616667,800.93,505.32,801,505,-1699.07,-494.68,TeX Live pst-geo cities.data,1015
Segou,Mali,-6.3,13.466667,2412.5,979.63,2412,980,-87.5,-20.37,TeX Live pst-geo cities.data,1016
Semarang,Indonesien,110.483333,-6.966667,4034.49,1263.43,4034,1263,1534.49,263.43,TeX Live pst-geo cities.data,1017
Seoul,Korea,127.0,37.566667,4263.89,644.91,4264,645,1763.89,-355.09,TeX Live pst-geo cities.data,1018
Serangoon,Singapur,103.916667,1.383333,3943.29,1147.45,3943,1147,1443.29,147.45,TeX Live pst-geo cities.data,1019
Serka,Jordanien,36.1,32.066667,3001.39,721.3,3001,721,501.39,-278.7,TeX Live pst-geo cities.data,1020
Serres,Griechenland,23.516667,41.083333,2826.62,596.06,2827,596,326.62,-403.94,TeX Live pst-geo cities.data,1021
Setif,Algerien,5.4,36.183333,2575.0,664.12,2575,664,75.0,-335.88,TeX Live pst-geo cities.data,1022
Setubal,Portugal,-8.9,38.516667,2376.39,631.71,2376,632,-123.61,-368.29,TeX Live pst-geo cities.data,1023
Sevilla,Spanien,-5.983333,37.383333,2416.9,647.45,2417,647,-83.1,-352.55,TeX Live pst-geo cities.data,1024
Sfax,Tunesien,10.716667,34.75,2648.84,684.03,2649,684,148.84,-315.97,TeX Live pst-geo cities.data,1025
Shanghai,China,121.466667,31.233333,4187.04,732.87,4187,733,1687.04,-267.13,TeX Live pst-geo cities.data,1026
Sharjah,Vereinigte Arabische Emirate,55.433333,25.333333,3269.91,814.81,3270,815,769.91,-185.19,TeX Live pst-geo cities.data,1027
Sheffield,Großbritannien,-1.5,53.383333,2479.17,425.23,2479,425,-20.83,-574.77,TeX Live pst-geo cities.data,1028
Shenyang,China,123.433333,41.833333,4214.35,585.65,4214,586,1714.35,-414.35,TeX Live pst-geo cities.data,1029
Shiraz,Iran,52.566667,29.633333,3230.09,755.09,3230,755,730.09,-244.91,TeX Live pst-geo cities.data,1030
Shkoder,Albanien,19.016667,42.05,2764.12,582.64,2764,583,264.12,-417.36,TeX Live pst-geo cities.data,1031
Shreveport,"USA, LA",-93.75,32.516667,1197.92,715.05,1198,715,-1302.08,-284.95,TeX Live pst-geo cities.data,1032
Shubra Al-Khaima,Ägypten,31.25,30.1,2934.03,748.61,2934,749,434.03,-251.39,TeX Live pst-geo cities.data,1033
Sidi-Bel-Abbes,Algerien,-0.65,35.25,2490.97,677.08,2491,677,-9.03,-322.92,TeX Live pst-geo cities.data,1034
Siegen,Deutschland,8.033333,50.866667,2611.57,460.19,2612,460,111.57,-539.81,TeX Live pst-geo cities.data,1035
Siguiri,Guinea,-9.116667,11.466667,2373.38,1007.41,2373,1007,-126.62,7.41,TeX Live pst-geo cities.data,1036
Sikasso,Mali,-5.633333,11.3,2421.76,1009.72,2422,1010,-78.24,9.72,TeX Live pst-geo cities.data,1037
Singapur,Singapur,103.85,1.283333,3942.36,1148.84,3942,1149,1442.36,148.84,TeX Live pst-geo cities.data,1038
Sioux City,"USA, IA",-96.4,42.5,1161.11,576.39,1161,576,-1338.89,-423.61,TeX Live pst-geo cities.data,1039
Sioux Falls,"USA, SD",-96.733333,43.55,1156.48,561.81,1156,562,-1343.52,-438.19,TeX Live pst-geo cities.data,1040
Skopje,Mazedonien,21.483333,42.0,2798.38,583.33,2798,583,298.38,-416.67,TeX Live pst-geo cities.data,1041
Sliema,Malta,14.516667,35.916667,2701.62,667.82,2702,668,201.62,-332.18,TeX Live pst-geo cities.data,1042
Sofia,Bulgarien,23.316667,42.683333,2823.84,573.84,2824,574,323.84,-426.16,TeX Live pst-geo cities.data,1043
Solingen,Deutschland,7.083333,51.183333,2598.38,455.79,2598,456,98.38,-544.21,TeX Live pst-geo cities.data,1044
Songkhla,Thailand,100.583333,7.2,3896.99,1066.67,3897,1067,1396.99,66.67,TeX Live pst-geo cities.data,1045
Sosnowitz,Polen,19.116667,50.266667,2765.51,468.52,2766,469,265.51,-531.48,TeX Live pst-geo cities.data,1046
South Bend,"USA, IN",-86.25,41.683333,1302.08,587.73,1302,588,-1197.92,-412.27,TeX Live pst-geo cities.data,1047
Southampton,Großbritannien,-1.383333,50.9,2480.79,459.72,2481,460,-19.21,-540.28,TeX Live pst-geo cities.data,1048
Spartanburg,"USA, SC",-81.95,34.933333,1361.81,681.48,1362,681,-1138.19,-318.52,TeX Live pst-geo cities.data,1049
Split,Kroatien,16.466667,43.516667,2728.7,562.27,2729,562,228.7,-437.73,TeX Live pst-geo cities.data,1050
Spokane,"USA, WA",-117.433333,47.666667,868.98,504.63,869,505,-1631.02,-495.37,TeX Live pst-geo cities.data,1051
Springfield,"USA, IL",-89.65,39.8,1254.86,613.89,1255,614,-1245.14,-386.11,TeX Live pst-geo cities.data,1052
Springfield,"USA, MA",-72.6,42.1,1491.67,581.94,1492,582,-1008.33,-418.06,TeX Live pst-geo cities.data,1053
Springfield,"USA, MO",-93.3,37.216667,1204.17,649.77,1204,650,-1295.83,-350.23,TeX Live pst-geo cities.data,1054
St Catharine's,Kanada,-73.566667,45.4,1478.24,536.11,1478,536,-1021.76,-463.89,TeX Live pst-geo cities.data,1055
St Gallen,Schweiz,9.383333,47.416667,2630.32,508.1,2630,508,130.32,-491.9,TeX Live pst-geo cities.data,1056
St George's,Bermuda-Inseln,-64.7,32.4,1601.39,716.67,1601,717,-898.61,-283.33,TeX Live pst-geo cities.data,1057
St George's,Grenada,-61.733333,12.066667,1642.59,999.07,1643,999,-857.41,-0.93,TeX Live pst-geo cities.data,1058
St John's,Antigua,-61.833333,17.133333,1641.2,928.7,1641,929,-858.8,-71.3,TeX Live pst-geo cities.data,1059
St Laurent,Französisch-Guayana,-54.05,5.483333,1749.31,1090.51,1749,1091,-750.69,90.51,TeX Live pst-geo cities.data,1060
Stamford,"USA, CT",-73.533333,41.05,1478.7,596.53,1479,597,-1021.3,-403.47,TeX Live pst-geo cities.data,1061
Stara Zagora,Bulgarien,25.616667,42.416667,2855.79,577.55,2856,578,355.79,-422.45,TeX Live pst-geo cities.data,1062
Stavanger,Norwegen,5.75,58.966667,2579.86,347.69,2580,348,79.86,-652.31,TeX Live pst-geo cities.data,1063
Stettin,Polen,14.533333,53.416667,2701.85,424.77,2702,425,201.85,-575.23,TeX Live pst-geo cities.data,1064
Steyr,Österreich,14.416667,48.066667,2700.23,499.07,2700,499,200.23,-500.93,TeX Live pst-geo cities.data,1065
Stockholm,Schweden,18.05,59.333333,2750.69,342.59,2751,343,250.69,-657.41,TeX Live pst-geo cities.data,1066
Stockton,"USA, CA",-121.283333,37.95,815.51,639.58,816,640,-1684.49,-360.42,TeX Live pst-geo cities.data,1067
Strasbourg,Frankreich,7.75,48.583333,2607.64,491.9,2608,492,107.64,-508.1,TeX Live pst-geo cities.data,1068
Stuttgart,Deutschland,9.183333,48.766667,2627.55,489.35,2628,489,127.55,-510.65,TeX Live pst-geo cities.data,1069
Sucre,Bolivien,-65.283333,-19.033333,1593.29,1431.02,1593,1431,-906.71,431.02,TeX Live pst-geo cities.data,1070
Sudbury,Kanada,-81.0,46.5,1375.0,520.83,1375,521,-1125.0,-479.17,TeX Live pst-geo cities.data,1071
Suez,Ägypten,32.55,29.983333,2952.08,750.23,2952,750,452.08,-249.77,TeX Live pst-geo cities.data,1073
Sunnyvale,"USA, CA",-122.033333,37.383333,805.09,647.45,805,647,-1694.91,-352.55,TeX Live pst-geo cities.data,1074
Surabaya,Indonesien,112.75,-7.233333,4065.97,1267.13,4066,1267,1565.97,267.13,TeX Live pst-geo cities.data,1075
Surakarta,Indonesien,110.833333,-7.533333,4039.35,1271.3,4039,1271,1539.35,271.3,TeX Live pst-geo cities.data,1076
Suva,Fidschi,178.416667,-18.133333,4978.01,1418.52,4978,1419,2478.01,418.52,TeX Live pst-geo cities.data,1077
Swerdlowsk,Sowjetunion,60.6,56.85,3341.67,377.08,3342,377,841.67,-622.92,TeX Live pst-geo cities.data,1078
Sydney,Australien,151.2,-33.883333,4600.0,1637.27,4600,1637,2100.0,637.27,TeX Live pst-geo cities.data,1079
Syracuse,"USA, NY",-76.15,43.05,1442.36,568.75,1442,569,-1057.64,-431.25,TeX Live pst-geo cities.data,1080
Szeged,Ungarn,20.15,46.25,2779.86,524.31,2780,524,279.86,-475.69,TeX Live pst-geo cities.data,1081
Tabouk,Saudi-Arabien,36.533333,28.366667,3007.41,772.69,3007,773,507.41,-227.31,TeX Live pst-geo cities.data,1082
Tabriz,Iran,46.3,38.083333,3143.06,637.73,3143,638,643.06,-362.27,TeX Live pst-geo cities.data,1083
Tacoma,"USA, WA",-122.433333,47.25,799.54,510.42,800,510,-1700.46,-489.58,TeX Live pst-geo cities.data,1084
Taegu,Korea,128.6,35.866667,4286.11,668.52,4286,669,1786.11,-331.48,TeX Live pst-geo cities.data,1085
Taejeon,Korea,127.433333,36.333333,4269.91,662.04,4270,662,1769.91,-337.96,TeX Live pst-geo cities.data,1086
Tahoua,Niger,5.316667,14.95,2573.84,959.03,2574,959,73.84,-40.97,TeX Live pst-geo cities.data,1087
Taichung,Taiwan,120.666667,24.15,4175.93,831.25,4176,831,1675.93,-168.75,TeX Live pst-geo cities.data,1088
Taif,Saudi-Arabien,40.35,21.25,3060.42,871.53,3060,872,560.42,-128.47,TeX Live pst-geo cities.data,1089
Tainan,Taiwan,120.233333,23.016667,4169.91,846.99,4170,847,1669.91,-153.01,TeX Live pst-geo cities.data,1090
Taipeh,Taiwan,121.5,25.05,4187.5,818.75,4188,819,1687.5,-181.25,TeX Live pst-geo cities.data,1091
Tais,Jemen,44.033333,13.583333,3111.57,978.01,3112,978,611.57,-21.99,TeX Live pst-geo cities.data,1092
Talca,Chile,-71.666667,-35.466667,1504.63,1659.26,1505,1659,-995.37,659.26,TeX Live pst-geo cities.data,1093
Talcahuano,Chile,-73.166667,-36.666667,1483.8,1675.93,1484,1676,-1016.2,675.93,TeX Live pst-geo cities.data,1094
Tallahassee,"USA, FL",-84.283333,30.45,1329.4,743.75,1329,744,-1170.6,-256.25,TeX Live pst-geo cities.data,1095
Tamale,Ghana,-0.816667,9.433333,2488.66,1035.65,2489,1036,-11.34,35.65,TeX Live pst-geo cities.data,1096
Tampa,"USA, FL",-82.45,27.95,1354.86,778.47,1355,778,-1145.14,-221.53,TeX Live pst-geo cities.data,1097
Tampere,Finnland,23.75,61.533333,2829.86,312.04,2830,312,329.86,-687.96,TeX Live pst-geo cities.data,1098
Tampico,Mexiko,-97.85,22.216667,1140.97,858.1,1141,858,-1359.03,-141.9,TeX Live pst-geo cities.data,1099
Tanga,Tansania,30.833333,-5.116667,2928.24,1237.73,2928,1238,428.24,237.73,TeX Live pst-geo cities.data,1100
Tanger,Marokko,-5.833333,35.8,2418.98,669.44,2419,669,-81.02,-330.56,TeX Live pst-geo cities.data,1101
Tanta,Ägypten,31.0,30.8,2930.56,738.89,2931,739,430.56,-261.11,TeX Live pst-geo cities.data,1102
Tarawa,Kiribati,173.0,1.5,4902.78,1145.83,4903,1146,2402.78,145.83,TeX Live pst-geo cities.data,1103
