name,country_source,longitude,latitude,pixel_x,pixel_y,pixel_x_int,pixel_y_int,centered_x,centered_y,source,source_line
Herat,Afghanistan,62.2,34.333333,3363.89,689.81,3364,690,863.89,-310.19,TeX Live pst-geo cities.data,440
Herne,Deutschland,7.216667,51.55,2600.23,450.69,2600,451,100.23,-549.31,TeX Live pst-geo cities.data,441
High Point,"USA, NC",-80.0,35.95,1388.89,667.36,1389,667,-1111.11,-332.64,TeX Live pst-geo cities.data,442
Hilo,"USA, HI",-155.083333,19.716667,346.06,892.82,346,893,-2153.94,-107.18,TeX Live pst-geo cities.data,443
Hiroshima,Japan,132.45,34.383333,4339.58,689.12,4340,689,1839.58,-310.88,TeX Live pst-geo cities.data,444
Ho-Chi-Minh-Stadt,Vietnam,106.666667,10.75,3981.48,1017.36,3981,1017,1481.48,17.36,TeX Live pst-geo cities.data,445
Hobart,Australien,147.333333,-42.916667,4546.3,1762.73,4546,1763,2046.3,762.73,TeX Live pst-geo cities.data,446
Hodeida,Jemen,42.966667,14.833333,3096.76,960.65,3097,961,596.76,-39.35,TeX Live pst-geo cities.data,447
Hofuf,Saudi-Arabien,49.566667,25.333333,3188.43,814.81,3188,815,688.43,-185.19,TeX Live pst-geo cities.data,448
Holguin,Kuba,-76.25,20.9,1440.97,876.39,1441,876,-1059.03,-123.61,TeX Live pst-geo cities.data,449
Holon,Israel,34.783333,32.033333,2983.1,721.76,2983,722,483.1,-278.24,TeX Live pst-geo cities.data,450
Homs,Syrien,37.283333,34.733333,3017.82,684.26,3018,684,517.82,-315.74,TeX Live pst-geo cities.data,451
Hongkong,Hongkong,114.15,22.283333,4085.42,857.18,4085,857,1585.42,-142.82,TeX Live pst-geo cities.data,452
Honiara,Salomonen,159.95,-9.466667,4721.53,1298.15,4722,1298,2221.53,298.15,TeX Live pst-geo cities.data,453
Honolulu,"USA, HI",-157.866667,21.316667,307.41,870.6,307,871,-2192.59,-129.4,TeX Live pst-geo cities.data,454
Horsens,Dänemark,10.116667,57.116667,2640.51,373.38,2641,373,140.51,-626.62,TeX Live pst-geo cities.data,455
Hospitalet,Spanien,2.1,41.35,2529.17,592.36,2529,592,29.17,-407.64,TeX Live pst-geo cities.data,456
Houston,"USA, TX",-95.366667,29.75,1175.46,753.47,1175,753,-1324.54,-246.53,TeX Live pst-geo cities.data,457
Hsinchu,Taiwan,120.983333,24.8,4180.32,822.22,4180,822,1680.32,-177.78,TeX Live pst-geo cities.data,458
Huambo,Angola,15.783333,-12.733333,2719.21,1343.52,2719,1344,219.21,343.52,TeX Live pst-geo cities.data,459
Hungnam,Korea Dvr,127.666667,39.816667,4273.15,613.66,4273,614,1773.15,-386.34,TeX Live pst-geo cities.data,460
Huntington,"USA, WV",-82.45,38.416667,1354.86,633.1,1355,633,-1145.14,-366.9,TeX Live pst-geo cities.data,461
Huntsville,"USA, AL",-86.583333,34.733333,1297.45,684.26,1297,684,-1202.55,-315.74,TeX Live pst-geo cities.data,462
Hyderabad,Indien,78.433333,17.366667,3589.35,925.46,3589,925,1089.35,-74.54,TeX Live pst-geo cities.data,463
Hyderabad,Pakistan,68.4,25.383333,3450.0,814.12,3450,814,950.0,-185.88,TeX Live pst-geo cities.data,464
Iasi,Rumänien,27.633333,47.15,2883.8,511.81,2884,512,383.8,-488.19,TeX Live pst-geo cities.data,465
Ibadan,Nigeria,3.933333,7.383333,2554.63,1064.12,2555,1064,54.63,64.12,TeX Live pst-geo cities.data,466
Ibague,Kolumbien,-75.333333,4.416667,1453.7,1105.32,1454,1105,-1046.3,105.32,TeX Live pst-geo cities.data,467
Idaho Falls,"USA, ID",-112.033333,43.483333,943.98,562.73,944,563,-1556.02,-437.27,TeX Live pst-geo cities.data,468
Iloilo,Philippinen,122.55,10.683333,4202.08,1018.29,4202,1018,1702.08,18.29,TeX Live pst-geo cities.data,469
Inchon,Korea,126.633333,37.5,4258.8,645.83,4259,646,1758.8,-354.17,TeX Live pst-geo cities.data,470
Independence,"USA, MO",-94.416667,39.1,1188.66,623.61,1189,624,-1311.34,-376.39,TeX Live pst-geo cities.data,471
Indianapolis,"USA, IN",-86.166667,39.766667,1303.24,614.35,1303,614,-1196.76,-385.65,TeX Live pst-geo cities.data,472
Innsbruck,Österreich,11.4,47.266667,2658.33,510.19,2658,510,158.33,-489.81,TeX Live pst-geo cities.data,473
Ipoh,Malaysia,101.033333,4.6,3903.24,1102.78,3903,1103,1403.24,102.78,TeX Live pst-geo cities.data,474
Iquitos,Peru,-73.216667,-3.85,1483.1,1220.14,1483,1220,-1016.9,220.14,TeX Live pst-geo cities.data,475
Iraklion,Griechenland,25.2,35.333333,2850.0,675.93,2850,676,350.0,-324.07,TeX Live pst-geo cities.data,476
Irbid,Jordanien,35.85,32.55,2997.92,714.58,2998,715,497.92,-285.42,TeX Live pst-geo cities.data,477
Irkutsk,Sowjetunion,104.333333,52.266667,3949.07,440.74,3949,441,1449.07,-559.26,TeX Live pst-geo cities.data,478
Isfahan,Iran,51.683333,32.683333,3217.82,712.73,3218,713,717.82,-287.27,TeX Live pst-geo cities.data,479
Islamabad,Pakistan,73.166667,33.7,3516.2,698.61,3516,699,1016.2,-301.39,TeX Live pst-geo cities.data,480
Istanbul,Türkei,28.966667,41.016667,2902.31,596.99,2902,597,402.31,-403.01,TeX Live pst-geo cities.data,481
Izmir,Türkei,27.166667,38.416667,2877.31,633.1,2877,633,377.31,-366.9,TeX Live pst-geo cities.data,482
Jackson,"USA, MS",-90.183333,32.3,1247.45,718.06,1247,718,-1252.55,-281.94,TeX Live pst-geo cities.data,483
Jacksonville,"USA, FL",-81.666667,30.333333,1365.74,745.37,1366,745,-1134.26,-254.63,TeX Live pst-geo cities.data,484
Jaffna,Sri Lanka,80.016667,9.666667,3611.34,1032.41,3611,1032,1111.34,32.41,TeX Live pst-geo cities.data,485
Jaipur,Indien,75.833333,26.883333,3553.24,793.29,3553,793,1053.24,-206.71,TeX Live pst-geo cities.data,486
Jakarta,Indonesien,106.816667,-6.166667,3983.56,1252.31,3984,1252,1483.56,252.31,TeX Live pst-geo cities.data,487
Jalalabad,Afghanistan,70.466667,34.433333,3478.7,688.43,3479,688,978.7,-311.57,TeX Live pst-geo cities.data,488
Jefferson City,"USA, MO",-92.166667,38.566667,1219.91,631.02,1220,631,-1280.09,-368.98,TeX Live pst-geo cities.data,489
Jena,Deutschland,11.583333,50.933333,2660.88,459.26,2661,459,160.88,-540.74,TeX Live pst-geo cities.data,490
Jerewan,Sowjetunion,44.5,40.183333,3118.06,608.56,3118,609,618.06,-391.44,TeX Live pst-geo cities.data,491
Jersey City,"USA, NJ",-74.066667,40.733333,1471.3,600.93,1471,601,-1028.7,-399.07,TeX Live pst-geo cities.data,492
Jerusalem,Israel,35.216667,31.783333,2989.12,725.23,2989,725,489.12,-274.77,TeX Live pst-geo cities.data,493
Jinja,Uganda,33.233333,0.45,2961.57,1160.42,2962,1160,461.57,160.42,TeX Live pst-geo cities.data,494
Joenkoeping,Schweden,14.166667,57.75,2696.76,364.58,2697,365,196.76,-635.42,TeX Live pst-geo cities.data,495
Johannesburg,Südafrika,28.033333,-26.166667,2889.35,1530.09,2889,1530,389.35,530.09,TeX Live pst-geo cities.data,496
Johnstown,"USA, PA",-78.916667,40.333333,1403.94,606.48,1404,606,-1096.06,-393.52,TeX Live pst-geo cities.data,497
Johore Bharu,Malaysia,103.733333,1.483333,3940.74,1146.06,3941,1146,1440.74,146.06,TeX Live pst-geo cities.data,498
Jumla,Nepal,82.166667,29.283333,3641.2,759.95,3641,760,1141.2,-240.05,TeX Live pst-geo cities.data,499
Jurong,Singapur,103.7,1.35,3940.28,1147.92,3940,1148,1440.28,147.92,TeX Live pst-geo cities.data,500
Kabul,Afghanistan,69.216667,34.5,3461.34,687.5,3461,688,961.34,-312.5,TeX Live pst-geo cities.data,501
Kaesong,Korea Dvr,126.5,37.983333,4256.94,639.12,4257,639,1756.94,-360.88,TeX Live pst-geo cities.data,502
Kairo,Ägypten,31.25,30.05,2934.03,749.31,2934,749,434.03,-250.69,TeX Live pst-geo cities.data,503
Kaiserslautern,Deutschland,7.75,49.45,2607.64,479.86,2608,480,107.64,-520.14,TeX Live pst-geo cities.data,504
Kalamazoo,"USA, MI",-85.583333,42.283333,1311.34,579.4,1311,579,-1188.66,-420.6,TeX Live pst-geo cities.data,505
Kampala,Uganda,32.583333,0.333333,2952.55,1162.04,2953,1162,452.55,162.04,TeX Live pst-geo cities.data,506
Kananga,Zaire,22.433333,-5.883333,2811.57,1248.38,2812,1248,311.57,248.38,TeX Live pst-geo cities.data,507
Kandahar,Afghanistan,65.75,31.583333,3413.19,728.01,3413,728,913.19,-271.99,TeX Live pst-geo cities.data,508
Kandy,Sri Lanka,80.666667,7.283333,3620.37,1065.51,3620,1066,1120.37,65.51,TeX Live pst-geo cities.data,509
Kankan,Guinea,-9.3,10.383333,2370.83,1022.45,2371,1022,-129.17,22.45,TeX Live pst-geo cities.data,510
Kano,Nigeria,8.5,12.0,2618.06,1000.0,2618,1000,118.06,0.0,TeX Live pst-geo cities.data,511
Kanpur,Indien,80.233333,26.45,3614.35,799.31,3614,799,1114.35,-200.69,TeX Live pst-geo cities.data,512
Kansas City,"USA, KS",-94.633333,39.116667,1185.65,623.38,1186,623,-1314.35,-376.62,TeX Live pst-geo cities.data,513
Kansas City,"USA, MO",-94.583333,39.083333,1186.34,623.84,1186,624,-1313.66,-376.16,TeX Live pst-geo cities.data,514
Kaolack,Senegal,-16.133333,14.15,2275.93,970.14,2276,970,-224.07,-29.86,TeX Live pst-geo cities.data,515
Kapfenberg,Österreich,15.3,47.433333,2712.5,507.87,2712,508,212.5,-492.13,TeX Live pst-geo cities.data,516
Kapstadt,Südafrika,18.45,-33.916667,2756.25,1637.73,2756,1638,256.25,637.73,TeX Live pst-geo cities.data,517
Karachi,Pakistan,67.05,24.866667,3431.25,821.3,3431,821,931.25,-178.7,TeX Live pst-geo cities.data,518
Karlsruhe,Deutschland,8.4,49.016667,2616.67,485.88,2617,486,116.67,-514.12,TeX Live pst-geo cities.data,519
Karonga,Malawi,35.916667,-9.9,2998.84,1304.17,2999,1304,498.84,304.17,TeX Live pst-geo cities.data,520
Kasan,Sowjetunion,49.0,55.75,3180.56,392.36,3181,392,680.56,-607.64,TeX Live pst-geo cities.data,521
Kassel,Deutschland,9.5,51.316667,2631.94,453.94,2632,454,131.94,-546.06,TeX Live pst-geo cities.data,522
Katmandu,Nepal,85.333333,27.7,3685.19,781.94,3685,782,1185.19,-218.06,TeX Live pst-geo cities.data,523
Kattowitz,Polen,18.983333,50.25,2763.66,468.75,2764,469,263.66,-531.25,TeX Live pst-geo cities.data,524
Kavala,Griechenland,24.916667,41.083333,2846.06,596.06,2846,596,346.06,-403.94,TeX Live pst-geo cities.data,525
Kawasaki,Japan,139.683333,35.533333,4440.05,673.15,4440,673,1940.05,-326.85,TeX Live pst-geo cities.data,526
Kayes,Mali,-11.466667,14.433333,2340.74,966.2,2341,966,-159.26,-33.8,TeX Live pst-geo cities.data,527
Keelung,Taiwan,121.733333,25.133333,4190.74,817.59,4191,818,1690.74,-182.41,TeX Live pst-geo cities.data,528
Keetmanshoop,Namibia,18.133333,-26.6,2751.85,1536.11,2752,1536,251.85,536.11,TeX Live pst-geo cities.data,529
Kenitra,Marokko,-6.566667,34.333333,2408.8,689.81,2409,690,-91.2,-310.19,TeX Live pst-geo cities.data,530
Key West,"USA, FL",-81.8,24.55,1363.89,825.69,1364,826,-1136.11,-174.31,TeX Live pst-geo cities.data,531
Khamis-Mushait,Saudi-Arabien,42.75,18.316667,3093.75,912.27,3094,912,593.75,-87.73,TeX Live pst-geo cities.data,532
Khaosiung,Taiwan,120.283333,22.633333,4170.6,852.31,4171,852,1670.6,-147.69,TeX Live pst-geo cities.data,533
Khartum,Sudan,32.533333,15.6,2951.85,950.0,2952,950,451.85,-50.0,TeX Live pst-geo cities.data,534
Kiel,Deutschland,10.133333,54.333333,2640.74,412.04,2641,412,140.74,-587.96,TeX Live pst-geo cities.data,535
Kiew,Sowjetunion,30.516667,50.433333,2923.84,466.2,2924,466,423.84,-533.8,TeX Live pst-geo cities.data,536
Kigali,Ruanda,30.066667,-1.933333,2917.59,1193.52,2918,1194,417.59,193.52,TeX Live pst-geo cities.data,537
Kingston,Jamaika,-76.8,18.0,1433.33,916.67,1433,917,-1066.67,-83.33,TeX Live pst-geo cities.data,538
Kingstown,St. Vincent,-61.233333,13.2,1649.54,983.33,1650,983,-850.46,-16.67,TeX Live pst-geo cities.data,539
Kinshasa,Zaire,15.3,-4.3,2712.5,1226.39,2712,1226,212.5,226.39,TeX Live pst-geo cities.data,540
Kirkuk,Irak,44.433333,35.466667,3117.13,674.07,3117,674,617.13,-325.93,TeX Live pst-geo cities.data,541
Kisangani,Zaire,25.233333,0.55,2850.46,1159.03,2850,1159,350.46,159.03,TeX Live pst-geo cities.data,542
Kisimayu,Somalia,42.516667,-0.416667,3090.51,1172.45,3091,1172,590.51,172.45,TeX Live pst-geo cities.data,543
Kisumu,Kenia,34.783333,-0.133333,2983.1,1168.52,2983,1169,483.1,168.52,TeX Live pst-geo cities.data,544
Kitakiushu,Japan,130.816667,33.866667,4316.9,696.3,4317,696,1816.9,-303.7,TeX Live pst-geo cities.data,545
Kitchener,Kanada,-80.5,43.45,1381.94,563.19,1382,563,-1118.06,-436.81,TeX Live pst-geo cities.data,546
Kitwe,Sambia,28.183333,-12.833333,2891.44,1344.91,2891,1345,391.44,344.91,TeX Live pst-geo cities.data,547
Klagenfurt,Österreich,14.333333,46.633333,2699.07,518.98,2699,519,199.07,-481.02,TeX Live pst-geo cities.data,548
Klausenburg,Rumänien,23.616667,46.783333,2828.01,516.9,2828,517,328.01,-483.1,TeX Live pst-geo cities.data,549
Klosterneuburg,Österreich,16.316667,48.3,2726.62,495.83,2727,496,226.62,-504.17,TeX Live pst-geo cities.data,550
Knoxville,"USA, TN",-83.916667,35.966667,1334.49,667.13,1334,667,-1165.51,-332.87,TeX Live pst-geo cities.data,551
Kobe,Japan,135.2,34.666667,4377.78,685.19,4378,685,1877.78,-314.81,TeX Live pst-geo cities.data,552
Koblenz,Deutschland,7.6,50.35,2605.56,467.36,2606,467,105.56,-532.64,TeX Live pst-geo cities.data,553
Koeniz,Schweiz,7.416667,46.933333,2603.01,514.81,2603,515,103.01,-485.19,TeX Live pst-geo cities.data,554
Kolding,Dänemark,9.5,55.483333,2631.94,396.06,2632,396,131.94,-603.94,TeX Live pst-geo cities.data,555
Konstanza,Rumänien,28.666667,44.2,2898.15,552.78,2898,553,398.15,-447.22,TeX Live pst-geo cities.data,557
Kopenhagen,Dänemark,12.583333,55.666667,2674.77,393.52,2675,394,174.77,-606.48,TeX Live pst-geo cities.data,558
Kortrijk,Belgien,3.283333,50.833333,2545.6,460.65,2546,461,45.6,-539.35,TeX Live pst-geo cities.data,559
Kosice,Slovakei,21.25,48.733333,2795.14,489.81,2795,490,295.14,-510.19,TeX Live pst-geo cities.data,560
Kota Bharu,Malaysia,102.25,6.116667,3920.14,1081.71,3920,1082,1420.14,81.71,TeX Live pst-geo cities.data,561
Kowloon,Hongkong,114.25,22.333333,4086.81,856.48,4087,856,1586.81,-143.52,TeX Live pst-geo cities.data,562
Krakau,Polen,19.916667,50.083333,2776.62,471.06,2777,471,276.62,-528.94,TeX Live pst-geo cities.data,563
Krefeld,Deutschland,6.566667,51.333333,2591.2,453.7,2591,454,91.2,-546.3,TeX Live pst-geo cities.data,564
Krems,Österreich,15.6,48.416667,2716.67,494.21,2717,494,216.67,-505.79,TeX Live pst-geo cities.data,565
Kristiansand,Norwegen,8.016667,58.133333,2611.34,359.26,2611,359,111.34,-640.74,TeX Live pst-geo cities.data,566
Kronstadt,Rumänien,25.583333,45.65,2855.32,532.64,2855,533,355.32,-467.36,TeX Live pst-geo cities.data,567
Kuala Lumpur,Malaysia,101.7,3.016667,3912.5,1124.77,3912,1125,1412.5,124.77,TeX Live pst-geo cities.data,568
Kuala Trengganu,Malaysia,103.116667,5.333333,3932.18,1092.59,3932,1093,1432.18,92.59,TeX Live pst-geo cities.data,569
Kuibyschew,Sowjetunion,50.15,53.2,3196.53,427.78,3197,428,696.53,-572.22,TeX Live pst-geo cities.data,570
Kumasi,Ghana,-1.583333,6.75,2478.01,1072.92,2478,1073,-21.99,72.92,TeX Live pst-geo cities.data,571
Kuopio,Finnland,27.666667,62.9,2884.26,293.06,2884,293,384.26,-706.94,TeX Live pst-geo cities.data,572
Kuwait City,Kuwait,47.983333,29.333333,3166.44,759.26,3166,759,666.44,-240.74,TeX Live pst-geo cities.data,573
Kwangju,Korea,126.866667,35.116667,4262.04,678.94,4262,679,1762.04,-321.06,TeX Live pst-geo cities.data,574
Kyoto,Japan,135.75,35.033333,4385.42,680.09,4385,680,1885.42,-319.91,TeX Live pst-geo cities.data,575
Köln,Deutschland,6.95,50.933333,2596.53,459.26,2597,459,96.53,-540.74,TeX Live pst-geo cities.data,556
La Ceiba,Honduras,-86.75,15.75,1295.14,947.92,1295,948,-1204.86,-52.08,TeX Live pst-geo cities.data,577
La Chorrera,Panama,-79.766667,8.85,1392.13,1043.75,1392,1044,-1107.87,43.75,TeX Live pst-geo cities.data,578
La Crosse,"USA, WI",-91.25,43.8,1232.64,558.33,1233,558,-1267.36,-441.67,TeX Live pst-geo cities.data,579
La Paz,Bolivien,-68.15,-16.5,1553.47,1395.83,1553,1396,-946.53,395.83,TeX Live pst-geo cities.data,580
La Plata,Argentinien,-71.833333,-44.916667,1502.31,1790.51,1502,1791,-997.69,790.51,TeX Live pst-geo cities.data,581
La Romana,Dominikanische Republik,-68.95,18.45,1542.36,910.42,1542,910,-957.64,-89.58,TeX Live pst-geo cities.data,582
La-Chaux-De-Fonds,Schweiz,6.833333,47.1,2594.91,512.5,2595,512,94.91,-487.5,TeX Live pst-geo cities.data,576
Labe,Guinea,-12.283333,11.316667,2329.4,1009.49,2329,1009,-170.6,9.49,TeX Live pst-geo cities.data,583
Lae,Papua-Neuguinea,147.0,-6.75,4541.67,1260.42,4542,1260,2041.67,260.42,TeX Live pst-geo cities.data,584
Lagos,Nigeria,3.533333,6.433333,2549.07,1077.31,2549,1077,49.07,77.31,TeX Live pst-geo cities.data,585
Lahore,Pakistan,74.366667,31.566667,3532.87,728.24,3533,728,1032.87,-271.76,TeX Live pst-geo cities.data,586
Lahti,Finnland,25.666667,61.0,2856.48,319.44,2856,319,356.48,-680.56,TeX Live pst-geo cities.data,587
Lancaster,"USA, PA",-76.3,40.033333,1440.28,610.65,1440,611,-1059.72,-389.35,TeX Live pst-geo cities.data,588
Lansing,"USA, MI",-84.55,42.733333,1325.69,573.15,1326,573,-1174.31,-426.85,TeX Live pst-geo cities.data,589
Laredo,"USA, TX",-99.5,27.5,1118.06,784.72,1118,785,-1381.94,-215.28,TeX Live pst-geo cities.data,590
Larissa,Griechenland,22.416667,39.633333,2811.34,616.2,2811,616,311.34,-383.8,TeX Live pst-geo cities.data,591
Las Cruces,"USA, NM",-106.783333,32.316667,1016.9,717.82,1017,718,-1483.1,-282.18,TeX Live pst-geo cities.data,592
Las Palmas,Spanien,-15.4,28.1,2286.11,776.39,2286,776,-213.89,-223.61,TeX Live pst-geo cities.data,593
Las Piedras,Uruguay,-56.233333,-34.7,1718.98,1648.61,1719,1649,-781.02,648.61,TeX Live pst-geo cities.data,594
Las Vegas,"USA, NV",-115.15,36.166667,900.69,664.35,901,664,-1599.31,-335.65,TeX Live pst-geo cities.data,595
Latakia,Syrien,35.783333,35.516667,2996.99,673.38,2997,673,496.99,-326.62,TeX Live pst-geo cities.data,596
Lausanne,Schweiz,6.65,46.533333,2592.36,520.37,2592,520,92.36,-479.63,TeX Live pst-geo cities.data,597
Lawrence,"USA, KS",-95.233333,38.966667,1177.31,625.46,1177,625,-1322.69,-374.54,TeX Live pst-geo cities.data,598
Lawrence,"USA, MA",-71.166667,42.7,1511.57,573.61,1512,574,-988.43,-426.39,TeX Live pst-geo cities.data,599
Le Havre,Frankreich,0.1,49.5,2501.39,479.17,2501,479,1.39,-520.83,TeX Live pst-geo cities.data,600
Leeds,Großbritannien,-1.583333,53.833333,2478.01,418.98,2478,419,-21.99,-581.02,TeX Live pst-geo cities.data,601
Leipzig,Deutschland,12.416667,51.333333,2672.45,453.7,2672,454,172.45,-546.3,TeX Live pst-geo cities.data,602
Leningrad,Sowjetunion,30.25,59.916667,2920.14,334.49,2920,334,420.14,-665.51,TeX Live pst-geo cities.data,603
Leoben,Österreich,15.1,47.383333,2709.72,508.56,2710,509,209.72,-491.44,TeX Live pst-geo cities.data,604
Leon,Mexiko,-101.666667,21.116667,1087.96,873.38,1088,873,-1412.04,-126.62,TeX Live pst-geo cities.data,605
Leverkusen,Deutschland,6.983333,51.016667,2596.99,458.1,2597,458,96.99,-541.9,TeX Live pst-geo cities.data,606
Lewiston,"USA, ME",-70.216667,44.1,1524.77,554.17,1525,554,-975.23,-445.83,TeX Live pst-geo cities.data,607
Lexington,"USA, KY",-84.5,38.05,1326.39,638.19,1326,638,-1173.61,-361.81,TeX Live pst-geo cities.data,608
Liberec,Tschechien,15.083333,50.8,2709.49,461.11,2709,461,209.49,-538.89,TeX Live pst-geo cities.data,609
Libreville,Gabun,9.416667,0.5,2630.79,1159.72,2631,1160,130.79,159.72,TeX Live pst-geo cities.data,610
Lilongwe,Malawi,33.816667,-13.966667,2969.68,1360.65,2970,1361,469.68,360.65,TeX Live pst-geo cities.data,611
Lima,Peru,-77.05,-12.05,1429.86,1334.03,1430,1334,-1070.14,334.03,TeX Live pst-geo cities.data,612
Limassol,Zypern,33.05,34.666667,2959.03,685.19,2959,685,459.03,-314.81,TeX Live pst-geo cities.data,613
Limerick,Irland,-8.633333,52.666667,2380.09,435.19,2380,435,-119.91,-564.81,TeX Live pst-geo cities.data,614
Limon,Costa Rica,-83.016667,10.0,1346.99,1027.78,1347,1028,-1153.01,27.78,TeX Live pst-geo cities.data,615
Lincoln,"USA, NE",-96.7,40.816667,1156.94,599.77,1157,600,-1343.06,-400.23,TeX Live pst-geo cities.data,616
Linden,Guyana,-58.316667,5.983333,1690.05,1083.56,1690,1084,-809.95,83.56,TeX Live pst-geo cities.data,617
Linkoeping,Schweden,15.583333,58.416667,2716.44,355.32,2716,355,216.44,-644.68,TeX Live pst-geo cities.data,618
Linz,Österreich,14.3,48.316667,2698.61,495.6,2699,496,198.61,-504.4,TeX Live pst-geo cities.data,619
Lissabon,Portugal,-9.133333,38.716667,2373.15,628.94,2373,629,-126.85,-371.06,TeX Live pst-geo cities.data,620
Little Rock,"USA, AR",-92.283333,34.75,1218.29,684.03,1218,684,-1281.71,-315.97,TeX Live pst-geo cities.data,621
Liverpool,Großbritannien,-3.0,53.383333,2458.33,425.23,2458,425,-41.67,-574.77,TeX Live pst-geo cities.data,622
Ljubljana,Slowenien,14.5,46.066667,2701.39,526.85,2701,527,201.39,-473.15,TeX Live pst-geo cities.data,623
Lodsch,Polen,19.466667,51.816667,2770.37,446.99,2770,447,270.37,-553.01,TeX Live pst-geo cities.data,624
Lome,Togo,1.216667,6.133333,2516.9,1081.48,2517,1081,16.9,81.48,TeX Live pst-geo cities.data,625
London,Großbritannien,-0.083333,51.516667,2498.84,451.16,2499,451,-1.16,-548.84,TeX Live pst-geo cities.data,626
Long Beach,"USA, CA",-118.183333,33.766667,858.56,697.69,859,698,-1641.44,-302.31,TeX Live pst-geo cities.data,627
Los Angeles,"USA, CA",-118.233333,34.05,857.87,693.75,858,694,-1642.13,-306.25,TeX Live pst-geo cities.data,628
Louisville,"USA, KY",-85.766667,38.25,1308.8,635.42,1309,635,-1191.2,-364.58,TeX Live pst-geo cities.data,629
Lowell,"USA, MA",-71.316667,42.633333,1509.49,574.54,1509,575,-990.51,-425.46,TeX Live pst-geo cities.data,630
Luanda,Angola,13.25,-8.833333,2684.03,1289.35,2684,1289,184.03,289.35,TeX Live pst-geo cities.data,631
Luang Prabang,Laos,102.166667,19.883333,3918.98,890.51,3919,891,1418.98,-109.49,TeX Live pst-geo cities.data,632
Lubango,Angola,13.5,-14.916667,2687.5,1373.84,2688,1374,187.5,373.84,TeX Live pst-geo cities.data,633
Lubbock,"USA, TX",-101.85,33.583333,1085.42,700.23,1085,700,-1414.58,-299.77,TeX Live pst-geo cities.data,634
Lublin,Polen,22.516667,51.3,2812.73,454.17,2813,454,312.73,-545.83,TeX Live pst-geo cities.data,636
Lubumbashi,Zaire,27.483333,-11.683333,2881.71,1328.94,2882,1329,381.71,328.94,TeX Live pst-geo cities.data,637
Ludwigshafen,Deutschland,8.45,49.483333,2617.36,479.4,2617,479,117.36,-520.6,TeX Live pst-geo cities.data,638
Luettich,Belgien,5.583333,50.633333,2577.55,463.43,2578,463,77.55,-536.57,TeX Live pst-geo cities.data,639
Lusaka,Sambia,28.283333,-15.416667,2892.82,1380.79,2893,1381,392.82,380.79,TeX Live pst-geo cities.data,640
Luxemburg,Luxemburg,6.116667,49.6,2584.95,477.78,2585,478,84.95,-522.22,TeX Live pst-geo cities.data,641
Luzern,Schweiz,7.916667,47.033333,2609.95,513.43,2610,513,109.95,-486.57,TeX Live pst-geo cities.data,642
Lynchburg,"USA, VA",-79.15,37.416667,1400.69,646.99,1401,647,-1099.31,-353.01,TeX Live pst-geo cities.data,643
Lyon,Frankreich,4.85,45.75,2567.36,531.25,2567,531,67.36,-468.75,TeX Live pst-geo cities.data,644
Lübeck,Deutschland,10.7,53.866667,2648.61,418.52,2649,419,148.61,-581.48,TeX Live pst-geo cities.data,635
Maastricht,Belgien,5.7,50.85,2579.17,460.42,2579,460,79.17,-539.58,TeX Live pst-geo cities.data,645
Macao,Macao,113.533333,22.2,4076.85,858.33,4077,858,1576.85,-141.67,TeX Live pst-geo cities.data,646
Machala,Ecuador,-79.95,-3.333333,1389.58,1212.96,1390,1213,-1110.42,212.96,TeX Live pst-geo cities.data,647
Machaze,Mosambik,33.433333,-20.85,2964.35,1456.25,2964,1456,464.35,456.25,TeX Live pst-geo cities.data,648
Macon,"USA, GA",-83.633333,32.833333,1338.43,710.65,1338,711,-1161.57,-289.35,TeX Live pst-geo cities.data,649
Madison,"USA, WI",-89.383333,43.066667,1258.56,568.52,1259,569,-1241.44,-431.48,TeX Live pst-geo cities.data,650
Madras,Indien,80.283333,13.083333,3615.05,984.95,3615,985,1115.05,-15.05,TeX Live pst-geo cities.data,651
Madrid,Spanien,-3.683333,40.4,2448.84,605.56,2449,606,-51.16,-394.44,TeX Live pst-geo cities.data,652
Magdeburg,Deutschland,11.616667,52.133333,2661.34,442.59,2661,443,161.34,-557.41,TeX Live pst-geo cities.data,653
Mailand,Italien,9.2,45.466667,2627.78,535.19,2628,535,127.78,-464.81,TeX Live pst-geo cities.data,654
Mainz,Deutschland,8.25,50.0,2614.58,472.22,2615,472,114.58,-527.78,TeX Live pst-geo cities.data,655
Majunga,Madagaskar,46.333333,-15.666667,3143.52,1384.26,3144,1384,643.52,384.26,TeX Live pst-geo cities.data,656
Malabo,Äquatorial-Guinea,8.8,3.75,2622.22,1114.58,2622,1115,122.22,114.58,TeX Live pst-geo cities.data,657
Malaga,Spanien,-4.416667,36.716667,2438.66,656.71,2439,657,-61.34,-343.29,TeX Live pst-geo cities.data,658
Malang,Indonesien,112.75,-7.983333,4065.97,1277.55,4066,1278,1565.97,277.55,TeX Live pst-geo cities.data,659
Malden Bridge,"USA, NY",-73.633333,42.466667,1477.31,576.85,1477,577,-1022.69,-423.15,TeX Live pst-geo cities.data,660
Male,Malediven,73.466667,4.0,3520.37,1111.11,3520,1111,1020.37,111.11,TeX Live pst-geo cities.data,661
Malmoe,Schweden,13.0,55.6,2680.56,394.44,2681,394,180.56,-605.56,TeX Live pst-geo cities.data,662
